,Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country,tv_or_film
235,User 1,2022-01-04 11:56:27,00:00:53,,Season 6 Sensory Clip: Queer Eye,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:53,00:00:53,GB (United Kingdom),tv
240,User 1,2022-01-04 11:54:03,00:00:29,Autoplayed: user action: None; ,Emily in Paris: Season 1_BREAKOUT-TALENT_SIZZLE_LUCAS_BRAVO,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:30,00:00:30,GB (United Kingdom),tv
247,User 1,2022-01-04 08:36:20,00:00:12,Autoplayed: user action: None; ,La noche de 12 años (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:13,00:00:13,GB (United Kingdom),tv
251,User 1,2022-01-04 08:34:17,00:00:05,Autoplayed: user action: None; ,Maniac: Limited Series_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:06,00:00:06,GB (United Kingdom),tv
260,User 1,2022-01-01 17:54:05,00:00:05,Autoplayed: user action: None; ,Trailer: Horse Girl,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:06,00:00:06,GB (United Kingdom),tv
266,User 1,2021-12-17 14:29:41,00:49:56,,Altered Carbon: Season 1: Rage in Heaven (Episode 9),,Apple iPhone SE Gen 2 iPhone,00:50:18,00:50:18,GB (United Kingdom),tv
267,User 1,2021-12-17 14:28:12,00:00:56,Autoplayed: user action: None; ,Star Trek: Enterprise: Season 1_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:29,00:00:29,GB (United Kingdom),tv
268,User 1,2021-12-17 02:44:33,00:01:50,Autoplayed: user action: None; ,Travelers: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,GB (United Kingdom),tv
269,User 1,2021-12-17 02:44:19,00:00:13,Autoplayed: user action: None; ,Altered Carbon: Season 1_VAR2-CLIP_CHARACTER,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,00:00:13,GB (United Kingdom),tv
270,User 1,2021-12-17 01:55:29,00:48:37,,Altered Carbon: Season 1: Clash by Night (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:59,00:48:59,GB (United Kingdom),tv
271,User 1,2021-12-17 00:48:32,01:03:27,,Altered Carbon: Season 1: Nora Inu (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,01:03:47,01:03:47,GB (United Kingdom),tv
272,User 1,2021-12-16 23:19:59,00:42:40,,Altered Carbon: Season 1: Man with My Face (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:59,00:42:59,GB (United Kingdom),tv
273,User 1,2021-12-16 22:21:28,00:50:25,,Altered Carbon: Season 1: The Wrong Man (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:50:37,00:50:37,GB (United Kingdom),tv
274,User 1,2021-12-16 21:34:08,00:46:14,,Altered Carbon: Season 1: Force of Evil (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:26,00:46:26,GB (United Kingdom),tv
275,User 1,2021-12-16 21:33:50,00:00:17,,Altered Carbon: Season 1: In a Lonely Place (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:47:55,00:47:55,GB (United Kingdom),tv
276,User 1,2021-12-16 20:06:41,00:47:19,,Altered Carbon: Season 1: In a Lonely Place (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:47:38,Not latest view,GB (United Kingdom),tv
277,User 1,2021-12-16 19:02:42,00:53:19,,Altered Carbon: Season 1: Fallen Angel (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:40,00:53:40,GB (United Kingdom),tv
278,User 1,2021-12-16 18:08:31,00:53:54,,Altered Carbon: Season 1: Out of the Past (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:17,00:56:17,GB (United Kingdom),tv
279,User 1,2021-12-16 18:03:57,00:00:12,,Altered Carbon: Season 1: Out of the Past (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:23,Not latest view,GB (United Kingdom),tv
280,User 1,2021-12-16 18:02:11,00:00:04,Autoplayed: user action: None; ,Sherlock: Series 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,GB (United Kingdom),tv
281,User 1,2021-12-16 17:59:20,00:01:54,,Sherlock: Series 3: His Last Vow (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:04,00:02:04,GB (United Kingdom),tv
282,User 1,2021-12-16 17:58:47,00:00:13,Autoplayed: user action: None; ,Sherlock: Series 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,GB (United Kingdom),tv
284,User 1,2021-12-16 14:30:33,00:01:08,Autoplayed: user action: None; ,The Bleeding Edge (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:01:09,00:01:09,GB (United Kingdom),tv
288,User 1,2021-12-16 14:26:25,00:01:54,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:01:55,00:01:55,GB (United Kingdom),tv
292,User 1,2021-12-16 11:04:27,00:00:07,Autoplayed: user action: None; ,Castlevania: Season 3_BREAKOUT-TALENT_SIZZLE_TREVOR_BELMONT new,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:08,00:00:08,GB (United Kingdom),tv
294,User 1,2021-12-16 11:02:45,00:00:04,Autoplayed: user action: None; ,Knightfall: Season 1_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:05,00:00:05,GB (United Kingdom),tv
295,User 1,2021-12-16 11:02:01,00:00:36,Autoplayed: user action: None; ,Season 1 Trailer 2: Freud,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:37,00:00:37,GB (United Kingdom),tv
296,User 1,2021-12-16 11:01:44,00:00:06,Autoplayed: user action: None; ,Alias Grace (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:07,00:00:07,GB (United Kingdom),tv
300,User 1,2021-12-16 02:15:12,00:01:35,Autoplayed: user action: None; ,TAU (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:35,00:01:35,GB (United Kingdom),tv
303,User 1,2021-12-16 02:12:52,00:00:50,Autoplayed: user action: None; ,Trailer: 21 Bridges,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:50,00:00:50,GB (United Kingdom),tv
304,User 1,2021-12-16 02:11:26,00:00:44,Autoplayed: user action: None; ,Season 1 Teaser: Katla,TEASER_TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:44,00:00:44,GB (United Kingdom),tv
305,User 1,2021-12-16 02:10:30,00:00:32,Autoplayed: user action: None; ,Limited Series Trailer: Russell Howard: Lubricant,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:32,00:00:32,GB (United Kingdom),tv
306,User 1,2021-12-16 02:08:46,00:01:43,Autoplayed: user action: None; ,The Siege of Jadotville (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:44,00:01:44,GB (United Kingdom),tv
307,User 1,2021-12-16 02:06:27,00:02:10,,Season 3 Trailer: Titans,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:02:10,00:02:10,GB (United Kingdom),tv
308,User 1,2021-12-16 02:05:51,00:00:26,Autoplayed: user action: None; ,Archer: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,GB (United Kingdom),tv
309,User 1,2021-12-16 01:40:58,00:01:00,Autoplayed: user action: None; ,Dracula: Season 1_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:01:00,00:01:00,GB (United Kingdom),tv
310,User 1,2021-12-16 01:37:49,00:00:34,Autoplayed: user action: None; ,Superstore: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:34,00:00:34,GB (United Kingdom),tv
311,User 1,2021-12-16 00:07:38,01:29:00,,Dracula: Season 1: The Dark Compass (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,01:29:55,01:29:55,GB (United Kingdom),tv
312,User 1,2021-12-15 22:37:50,01:25:47,,Dracula: Season 1: Blood Vessel (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,01:26:29,01:26:29,GB (United Kingdom),tv
313,User 1,2021-12-15 21:09:30,01:28:06,,Dracula: Season 1: The Rules of the Beast (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,01:28:06,01:28:06,GB (United Kingdom),tv
314,User 1,2021-12-15 21:08:22,00:01:00,Autoplayed: user action: None; ,Dracula: Season 1_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:01:00,Not latest view,GB (United Kingdom),tv
315,User 1,2021-12-15 21:07:53,00:00:24,Autoplayed: user action: None; ,Dracula: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:24,00:00:24,GB (United Kingdom),tv
318,User 1,2021-12-15 21:04:50,00:00:28,Autoplayed: user action: None; ,Maniac: Limited Series_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:28,Not latest view,GB (United Kingdom),tv
323,User 1,2021-12-15 02:42:26,00:01:54,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:54,00:01:54,GB (United Kingdom),tv
326,User 1,2021-12-15 02:06:17,00:33:05,,Star Trek: The Next Generation: Season 6: Rascals (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:44,00:44:44,GB (United Kingdom),tv
327,User 1,2021-12-15 00:14:15,00:10:03,,Star Trek: The Next Generation: Season 6: Rascals (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:38,Not latest view,GB (United Kingdom),tv
328,User 1,2021-12-14 23:58:49,00:00:31,,Star Trek: The Next Generation: Season 4: Brothers (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:31,00:00:31,GB (United Kingdom),tv
332,User 1,2021-12-14 23:52:08,00:00:57,Autoplayed: user action: None; ,Trailer: Countdown,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,GB (United Kingdom),tv
334,User 1,2021-12-14 20:07:44,00:00:22,Autoplayed: user action: None; ,Hot Girls Wanted: Turned On (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:23,00:00:23,GB (United Kingdom),tv
335,User 1,2021-12-14 20:07:29,00:00:12,Autoplayed: user action: None; ,Perfume: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,00:00:13,GB (United Kingdom),tv
336,User 1,2021-12-14 20:07:10,00:00:15,Autoplayed: user action: None; ,Elisa & Marcela (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,00:00:15,GB (United Kingdom),tv
337,User 1,2021-12-14 20:06:54,00:00:09,Autoplayed: user action: None; ,Trailer: Madame Claude,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,GB (United Kingdom),tv
338,User 1,2021-12-14 20:06:32,00:00:18,Autoplayed: user action: None; ,Trailer: An Easy Girl,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:18,00:00:18,GB (United Kingdom),tv
348,User 1,2021-12-14 19:57:46,00:00:04,Autoplayed: user action: None; ,War Machine (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,GB (United Kingdom),tv
350,User 1,2021-12-14 19:56:13,00:00:11,Autoplayed: user action: None; ,Salvation: Season 2_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,GB (United Kingdom),tv
351,User 1,2021-12-14 19:54:53,00:01:17,Autoplayed: user action: None; ,The OA: Part II (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:17,00:01:17,GB (United Kingdom),tv
352,User 1,2021-12-14 19:53:14,00:00:14,Autoplayed: user action: None; ,Shimmer Lake (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,00:00:15,GB (United Kingdom),tv
355,User 1,2021-12-14 19:50:23,00:00:09,Autoplayed: user action: None; ,Wormwood: Chapters 1-6 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,GB (United Kingdom),tv
356,User 1,2021-12-14 19:49:03,00:01:13,Autoplayed: user action: None; ,Trailer: Death to 2020,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:13,00:01:13,GB (United Kingdom),tv
358,User 1,2021-12-14 19:46:52,00:01:42,Autoplayed: user action: None; ,The Circle (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:43,00:01:43,GB (United Kingdom),tv
372,User 1,2021-12-12 20:11:47,00:00:29,Autoplayed: user action: None; ,Illang: The Wolf Brigade (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:30,00:00:30,GB (United Kingdom),tv
374,User 1,2021-12-12 20:10:54,00:00:06,Autoplayed: user action: None; ,IO (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:07,00:00:07,GB (United Kingdom),tv
380,User 1,2021-12-06 23:05:53,00:18:12,,Age of Tanks: Season 1: Blitzkrieg (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:18:51,00:18:51,GB (United Kingdom),tv
381,User 1,2021-12-06 22:42:00,00:12:16,,"Age of Tanks: Season 1: Iron, iron, everywhere (Episode 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:52:26,00:52:26,GB (United Kingdom),tv
383,User 1,2021-12-06 22:20:45,00:00:17,Autoplayed: user action: None; ,F is for Family: Season 3 - Clip 1,PROMOTIONAL,Apple iPhone SE Gen 2 iPhone,00:00:18,00:00:18,GB (United Kingdom),tv
384,User 1,2021-12-06 22:20:45,00:00:15,Autoplayed: user action: None; ,Unbreakable Kimmy Schmidt: Season 2 - Clip 2,PROMOTIONAL,Apple iPhone SE Gen 2 iPhone,00:00:05,00:00:05,GB (United Kingdom),tv
385,User 1,2021-12-06 21:55:40,00:16:26,,Voir: Season 1: The Ethics of Revenge (Episode 2),,Apple iPhone SE Gen 2 iPhone,00:17:19,00:17:19,GB (United Kingdom),tv
386,User 1,2021-12-06 21:33:17,00:22:15,,Voir: Season 1: But I Don't Like Him (Episode 3),,Apple iPhone SE Gen 2 iPhone,00:22:16,00:22:16,GB (United Kingdom),tv
388,User 1,2021-12-06 21:31:15,00:01:22,Autoplayed: user action: None; ,Trailer: Voir,TRAILER,Apple iPhone SE Gen 2 iPhone,00:01:22,00:01:22,GB (United Kingdom),tv
394,User 1,2021-12-06 17:19:51,00:17:33,,"Age of Tanks: Season 1: Iron, iron, everywhere (Episode 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:40:18,Not latest view,GB (United Kingdom),tv
395,User 1,2021-12-05 20:09:35,00:02:13,,"Age of Tanks: Season 1: Iron, iron, everywhere (Episode 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:22:44,Not latest view,GB (United Kingdom),tv
396,User 1,2021-12-05 19:00:57,00:19:58,,"Age of Tanks: Season 1: Iron, iron, everywhere (Episode 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:20:31,Not latest view,GB (United Kingdom),tv
398,User 1,2021-12-05 18:57:51,00:02:07,,Season 1 Trailer 1: The Kominsky Method,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:02:08,00:02:08,GB (United Kingdom),tv
400,User 1,2021-12-05 18:56:54,00:00:07,Autoplayed: user action: None; ,Top of the Lake: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,GB (United Kingdom),tv
403,User 1,2021-12-05 18:55:18,00:00:04,Autoplayed: user action: None; ,Travelers: Season 3 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,GB (United Kingdom),tv
404,User 1,2021-12-05 18:54:50,00:00:25,Autoplayed: user action: None; ,Better Than Us (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:25,00:00:25,GB (United Kingdom),tv
405,User 1,2021-12-05 18:52:11,00:00:04,Autoplayed: user action: None; ,Bodyguard: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,GB (United Kingdom),tv
406,User 1,2021-12-05 18:49:24,00:00:48,Autoplayed: user action: None; ,Fargo: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:48,Not latest view,GB (United Kingdom),tv
407,User 1,2021-12-05 18:48:21,00:00:41,Autoplayed: user action: None; ,Jane the Virgin: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:41,00:00:41,GB (United Kingdom),tv
410,User 1,2021-12-05 18:35:15,00:08:05,,Black Mirror: Season 5: Striking Vipers (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:31:20,00:31:20,GB (United Kingdom),tv
411,User 1,2021-12-05 18:35:02,00:00:06,Autoplayed: user action: None; ,Black Mirror: Season 3 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,GB (United Kingdom),tv
426,User 1,2021-12-03 17:15:22,00:00:06,Autoplayed: user action: None; ,Season 3 Moment of High Emotion Clip: Lost in Space,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,GB (United Kingdom),tv
427,User 1,2021-12-03 16:59:45,00:11:46,,Lost in Space: Season 1: Impact (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:22:29,00:22:29,GB (United Kingdom),tv
428,User 1,2021-12-03 16:47:37,00:08:22,,Lost in Space: Season 1: Impact (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:32,Not latest view,GB (United Kingdom),tv
429,User 1,2021-12-03 16:47:19,00:00:07,Autoplayed: user action: None; ,Season 3 Moment of High Emotion Clip: Lost in Space,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,GB (United Kingdom),tv
430,User 1,2021-12-03 16:46:50,00:00:27,Autoplayed: user action: None; ,Season 3 Moment of High Emotion Clip: Lost in Space,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:27,Not latest view,GB (United Kingdom),tv
432,User 1,2021-12-01 13:40:38,00:01:59,Autoplayed: user action: None; ,Trailer: The Two Popes,TRAILER,Apple iPhone SE Gen 2 iPhone,00:02:00,00:02:00,GB (United Kingdom),tv
435,User 1,2021-12-01 13:04:53,00:30:40,,Alien Worlds: Season 1: Janus (Episode 2),,Apple iPhone SE Gen 2 iPhone,00:44:11,00:44:11,GB (United Kingdom),tv
436,User 1,2021-12-01 12:41:09,00:22:09,,Alien Worlds: Season 1: Eden (Episode 3),,Apple iPhone SE Gen 2 iPhone,00:40:01,00:40:01,GB (United Kingdom),tv
437,User 1,2021-12-01 12:26:50,00:14:05,,Alien Worlds: Season 1: Terra (Episode 4),,Apple iPhone SE Gen 2 iPhone,00:45:57,00:45:57,GB (United Kingdom),tv
438,User 1,2021-12-01 03:02:26,00:21:53,,Alien Worlds: Season 1: Terra (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:31:52,Not latest view,GB (United Kingdom),tv
439,User 1,2021-12-01 03:01:57,00:00:26,,Alien Worlds: Season 1: Janus (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:41,Not latest view,GB (United Kingdom),tv
440,User 1,2021-12-01 02:29:10,00:32:44,,Alien Worlds: Season 1: Atlas (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:05,00:40:05,GB (United Kingdom),tv
441,User 1,2021-12-01 02:28:31,00:00:36,Autoplayed: user action: None; ,Alien Worlds: Season 1: Clip 6: Sensory,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:36,00:00:36,GB (United Kingdom),tv
442,User 1,2021-12-01 02:27:54,00:00:33,Autoplayed: user action: None; ,Dirty Money: Season 1_hook_12_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:33,00:00:33,GB (United Kingdom),tv
443,User 1,2021-12-01 02:27:09,00:00:29,Autoplayed: user action: None; ,Trailer: The Coldest Game,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:53,00:00:53,GB (United Kingdom),tv
444,User 1,2021-12-01 02:26:43,00:00:27,Autoplayed: user action: None; ,Trailer: The Coldest Game,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:27,Not latest view,GB (United Kingdom),tv
458,User 1,2021-11-30 19:27:10,00:00:10,Autoplayed: user action: None; ,Big Mouth: Season 3 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,GB (United Kingdom),tv
461,User 1,2021-11-30 19:22:21,00:00:04,Autoplayed: user action: None; ,The Bleeding Edge (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,GB (United Kingdom),tv
463,User 1,2021-11-27 17:43:26,00:01:43,Autoplayed: user action: None; ,The Bleeding Edge (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:01:40,Not latest view,GB (United Kingdom),tv
473,User 1,2021-11-26 02:00:59,00:54:46,,Masterpiece Classic: Downton Abbey: Series 2: Episode 5,,Apple iPhone SE Gen 2 iPhone,00:54:46,00:54:46,GB (United Kingdom),tv
474,User 1,2021-11-26 00:53:30,00:53:08,,Masterpiece Classic: Downton Abbey: Series 2: Episode 4,,Apple iPhone SE Gen 2 iPhone,00:54:28,00:54:28,GB (United Kingdom),tv
475,User 1,2021-11-25 23:58:02,00:55:10,,Masterpiece Classic: Downton Abbey: Series 2: Episode 3,,Apple iPhone SE Gen 2 iPhone,00:55:38,00:55:38,GB (United Kingdom),tv
476,User 1,2021-11-25 22:59:55,00:54:05,,Masterpiece Classic: Downton Abbey: Series 2: Episode 2,,Apple iPhone SE Gen 2 iPhone,00:54:36,00:54:36,GB (United Kingdom),tv
477,User 1,2021-11-25 21:39:32,01:08:01,,Masterpiece Classic: Downton Abbey: Series 2: Episode 1,,Apple iPhone SE Gen 2 iPhone,01:09:09,01:09:09,GB (United Kingdom),tv
478,User 1,2021-11-25 20:55:03,00:40:11,,Masterpiece Classic: Downton Abbey: Series 1: Episode 7,,Apple iPhone SE Gen 2 iPhone,01:04:39,01:04:39,GB (United Kingdom),tv
479,User 1,2021-11-25 20:49:51,00:00:56,,Masterpiece Classic: Downton Abbey: Series 2: Episode 1,,Apple iPhone SE Gen 2 iPhone,00:00:58,Not latest view,GB (United Kingdom),tv
480,User 1,2021-11-25 19:44:17,01:04:59,,Masterpiece Classic: Downton Abbey: Series 1: Episode 7,,Apple iPhone SE Gen 2 iPhone,01:05:29,Not latest view,GB (United Kingdom),tv
481,User 1,2021-11-25 18:55:47,00:48:17,,Masterpiece Classic: Downton Abbey: Series 1: Episode 6,,Apple iPhone SE Gen 2 iPhone,00:47:58,00:47:58,GB (United Kingdom),tv
482,User 1,2021-11-25 18:05:54,00:49:48,,Masterpiece Classic: Downton Abbey: Series 1: Episode 5,,Apple iPhone SE Gen 2 iPhone,00:49:48,00:49:48,GB (United Kingdom),tv
483,User 1,2021-11-25 17:18:55,00:46:53,,Masterpiece Classic: Downton Abbey: Series 1: Episode 4,,Apple iPhone SE Gen 2 iPhone,00:47:23,00:47:23,GB (United Kingdom),tv
484,User 1,2021-11-25 15:04:47,00:48:28,,Masterpiece Classic: Downton Abbey: Series 1: Episode 3,,Apple iPhone SE Gen 2 iPhone,00:48:57,00:48:57,GB (United Kingdom),tv
485,User 1,2021-11-25 14:16:06,00:48:36,,Masterpiece Classic: Downton Abbey: Series 1: Episode 2,,Apple iPhone SE Gen 2 iPhone,00:48:58,00:48:58,GB (United Kingdom),tv
486,User 1,2021-11-25 13:07:05,01:08:03,,Masterpiece Classic: Downton Abbey: Series 1: Episode 1,,Apple iPhone SE Gen 2 iPhone,01:07:54,01:07:54,GB (United Kingdom),tv
487,User 1,2021-11-25 12:22:03,00:39:06,,"Star Trek: Voyager: Season 7: Author, Author (Episode 19)",,Apple iPhone SE Gen 2 iPhone,00:43:22,00:43:22,GB (United Kingdom),tv
488,User 1,2021-11-25 12:19:49,00:00:42,Autoplayed: user action: None; ,Star Trek: Voyager: Season 1_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:42,00:00:42,GB (United Kingdom),tv
489,User 1,2021-11-25 12:18:26,00:00:59,Autoplayed: user action: None; ,Season 1 Genre Specific Moment 2 Clip: Cowboy Bebop,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:59,00:00:59,GB (United Kingdom),tv
490,User 1,2021-11-25 12:18:15,00:00:04,Autoplayed: user action: None; ,Arrested Development: Season 1 - Clip 5,PROMOTIONAL,Apple iPhone SE Gen 2 iPhone,00:00:05,00:00:05,GB (United Kingdom),tv
